"","Date_time","Hatchery Summer Steelhead","Wild Summer Steelhead","Summer Steelhead RM","Summer Steelhead LM","Hatchery Spring Chinook","Wild Spring Chinook","Spring Chinook RM","Spring Chinook LM","No Mark Sockeye","Sockeye RM","Sockeye LM","Fall Chinook","Bull Trout","Rainbow Trout","Total","Year","Season","Month","Mean Temperature"
"839",2018-05-21,NA,NA,NA,NA,90,1,NA,NA,NA,NA,NA,NA,NA,4,95,2018,"Spring","May",13.1
"840",2018-05-23,NA,NA,NA,NA,69,2,NA,NA,NA,NA,NA,NA,NA,3,74,2018,"Spring","May",12.9
"841",2018-05-25,NA,NA,NA,NA,59,3,NA,2,NA,NA,NA,NA,NA,4,68,2018,"Spring","May",13
"842",2018-05-28,NA,NA,NA,NA,36,1,NA,NA,NA,NA,NA,NA,NA,6,43,2018,"Spring","May",13
"843",2018-05-29,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,1,5,49,2018,"Spring","May",12.9
"844",2018-05-30,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,4,43,2018,"Spring","May",13.2
"845",2018-06-01,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,2,49,2018,"Spring","June",12.8
"846",2018-06-04,NA,NA,NA,NA,68,3,NA,NA,NA,NA,NA,NA,1,3,75,2018,"Spring","June",12.5
"847",2018-06-06,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,3,21,2018,"Spring","June",13
"848",2018-06-08,NA,NA,NA,NA,69,1,NA,NA,NA,NA,NA,NA,1,4,75,2018,"Spring","June",13
"849",2018-06-11,NA,NA,NA,NA,38,2,NA,1,NA,NA,NA,NA,1,8,50,2018,"Spring","June",13.3
"850",2018-06-12,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,3,12,2018,"Spring","June",13.4
"851",2018-06-15,NA,NA,NA,NA,59,1,NA,1,NA,NA,NA,NA,1,5,67,2018,"Spring","June",13.1
"852",2018-06-18,NA,NA,NA,NA,39,3,1,NA,NA,NA,NA,NA,1,32,76,2018,"Spring","June",13
"853",2018-06-21,NA,NA,NA,NA,36,2,NA,NA,NA,NA,NA,NA,NA,7,45,2018,"Summer","June",13.3
"854",2018-06-22,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,17,2018,"Summer","June",13.3
"855",2018-06-25,NA,NA,NA,NA,21,1,NA,NA,NA,NA,NA,NA,2,3,27,2018,"Summer","June",13.4
"856",2018-06-27,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,26,2018,"Summer","June",13.8
"857",2018-06-29,NA,NA,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA,1,20,2018,"Summer","June",13.7
"858",2018-07-02,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,1,18,40,2018,"Summer","July",13.8
"859",2018-07-05,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,1,27,44,2018,"Summer","July",13.6
"860",2018-07-06,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,13,18,2018,"Summer","July",13.7
"861",2018-07-09,NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,2,9,25,2018,"Summer","July",14
"862",2018-07-11,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,8,21,2018,"Summer","July",14.2
"863",2018-07-13,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,1,5,13,2018,"Summer","July",14.1
"864",2018-07-16,NA,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,3,11,24,2018,"Summer","July",14.6
"865",2018-07-18,NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,15,21,2018,"Summer","July",14.7
"866",2018-07-20,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,2,2,11,2018,"Summer","July",14.7
"867",2018-07-23,1,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,1,5,13,2018,"Summer","July",14.4
"868",2018-07-25,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,4,2,10,2018,"Summer","July",14.2
"869",2018-07-27,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,1,2,9,2018,"Summer","July",14.1
"870",2018-07-30,NA,NA,NA,NA,5,1,NA,NA,NA,4,NA,NA,NA,1,NA,2018,"Summer","July",14.2
"871",2018-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,2,7,2018,"Summer","August",14
"872",2018-08-03,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,5,2018,"Summer","August",14
"873",2018-08-06,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,5,11,2018,"Summer","August",14
"874",2018-08-08,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2018,"Summer","August",13.5
"875",2018-08-13,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,7,2018,"Summer","August",14
"876",2018-08-16,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,6,2018,"Summer","August",14
"877",2018-08-20,NA,NA,NA,NA,1,NA,NA,NA,3,3,NA,NA,1,NA,8,2018,"Summer","August",13.8
"878",2018-08-22,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1,2,7,2018,"Summer","August",13.2
"879",2018-08-24,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,1,NA,5,2018,"Summer","August",12.9
"880",2018-08-27,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,4,2018,"Summer","August",12.8
"881",2018-08-29,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3,5,2018,"Summer","August",12.8
"882",2018-08-31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018,"Summer","August",12.8
"883",2018-09-05,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,6,2018,"Summer","September",12.7
"884",2018-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,2018,"Summer","September",12.7
"885",2018-09-10,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,6,2018,"Summer","September",12.5
"886",2018-09-17,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2018,"Summer","September",12.4
"887",2018-09-19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2018,"Summer","September",12.5
"888",2018-09-21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2018,"Summer","September",12.6
"889",2018-09-24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,2018,"Fall","September",12.5
"890",2018-09-26,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,2018,"Fall","September",12.5
"891",2018-09-28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2018,"Fall","September",12.6
"892",2018-10-01,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018,"Fall","October",12.5
"893",2018-10-04,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,3,11,2018,"Fall","October",12.4
"894",2018-10-08,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2018,"Fall","October",12.4
"895",2018-10-10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,2018,"Fall","October",12.2
"896",2018-10-12,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,2018,"Fall","October",12.1
"897",2018-10-15,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,2018,"Fall","October",11.9
"898",2018-10-17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,2018,"Fall","October",11.7
"899",2018-10-19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,18,2018,"Fall","October",11.6
"900",2018-10-22,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,4,27,2018,"Fall","October",11.4
"901",2018-10-24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,17,2018,"Fall","October",11.4
"902",2018-10-26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,16,2018,"Fall","October",11.4
"903",2018-10-29,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,22,2018,"Fall","October",11.3
"904",2018-10-31,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,14,50,2018,"Fall","October",11.3
"905",2018-11-02,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,20,96,2018,"Fall","November",11.4
"906",2018-11-05,47,2,1,4,NA,NA,NA,NA,NA,NA,NA,61,NA,33,148,2018,"Fall","November",11.4
"907",2018-11-07,27,NA,1,1,NA,NA,NA,NA,NA,NA,NA,19,NA,22,70,2018,"Fall","November",11.2
"908",2018-11-09,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,16,2018,"Fall","November",10.9
"909",2018-11-12,35,2,NA,1,NA,NA,NA,NA,NA,NA,NA,41,NA,39,118,2018,"Fall","November",10.4
"910",2018-11-14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,28,56,2018,"Fall","November",10.3
"911",2018-11-16,23,2,NA,1,NA,NA,NA,NA,NA,NA,NA,67,NA,19,112,2018,"Fall","November",10.2
"912",2018-11-19,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,17,93,2018,"Fall","November",9.8
"913",2018-11-21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,12,63,2018,"Fall","November",9.6
"914",2018-11-23,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,26,1,6,60,2018,"Fall","November",9.5
"915",2018-11-26,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,9,56,2018,"Fall","November",9.3
"916",2018-11-28,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,NA,8,47,2018,"Fall","November",9.3
"917",2018-11-30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,19,73,2018,"Fall","November",9.3
"918",2018-12-03,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,34,96,2018,"Fall","December",9.1
"919",2018-12-05,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,14,57,2018,"Fall","December",8.8
"920",2018-12-07,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,1,18,54,2018,"Fall","December",8.6
"921",2018-12-10,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,14,59,2018,"Fall","December",8.4
"922",2018-12-12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,15,42,2018,"Fall","December",8.3
"923",2018-12-14,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,9,41,2018,"Fall","December",8
"924",2018-12-17,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,28,74,2018,"Fall","December",8.2
"925",2018-12-19,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,33,75,2018,"Fall","December",8.3
"926",2018-12-21,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,22,61,2018,"Winter","December",8.2
"927",2018-12-24,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,39,83,2018,"Winter","December",8.1
"928",2018-12-26,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,20,63,2018,"Winter","December",7.9
"929",2018-12-28,41,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,24,71,2018,"Winter","December",7.8
"930",2018-12-31,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,34,2018,"Winter","December",7.7
"931",2019-01-04,21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,11,34,2019,"Winter","January",7.5
"932",2019-01-07,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,12,37,2019,"Winter","January",7.4
"933",2019-01-09,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,41,2019,"Winter","January",7.4
"934",2019-01-11,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,36,2019,"Winter","January",7.3
"935",2019-01-14,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,2019,"Winter","January",7.1
"936",2019-01-16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,2019,"Winter","January",7.1
"937",2019-01-18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,36,2019,"Winter","January",7.1
"938",2019-01-21,37,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,64,2019,"Winter","January",7.1
"939",2019-01-23,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,35,2019,"Winter","January",7.4
"940",2019-01-25,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,56,2019,"Winter","January",7.2
"941",2019-01-28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,36,2019,"Winter","January",7.1
"942",2019-01-30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,21,2019,"Winter","January",7
"943",2019-02-01,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,35,2019,"Winter","February",6.9
"944",2019-02-04,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,2019,"Winter","February",6.9
"945",2019-02-06,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,42,2019,"Winter","February",6.9
"946",2019-02-08,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,34,2019,"Winter","February",6.8
"947",2019-02-11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,2019,"Winter","February",6.6
"948",2019-02-13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,28,2019,"Winter","February",6.7
"949",2019-02-15,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,32,2019,"Winter","February",6.6
"950",2019-02-18,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,71,2019,"Winter","February",6.8
"951",2019-02-20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26,2019,"Winter","February",6.9
"952",2019-02-22,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,34,2019,"Winter","February",6.7
"953",2019-02-28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,49,2019,"Winter","February",6.1
"954",2019-03-02,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,35,2019,"Winter","March",5.9
"955",2019-03-04,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,2019,"Winter","March",6
"956",2019-03-04,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,33,2019,"Winter","March",6
"957",2019-03-06,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,2019,"Winter","March",6
"958",2019-03-06,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,24,2019,"Winter","March",6
"959",2019-03-08,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,2019,"Winter","March",6.1
"960",2019-03-09,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,56,2019,"Winter","March",6.2
"961",2019-03-11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,2019,"Winter","March",6.5
"962",2019-03-11,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,26,2019,"Winter","March",6.5
"963",2019-03-13,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20,2019,"Winter","March",6.6
"964",2019-03-14,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,40,2019,"Winter","March",6.5
"965",2019-03-16,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25,2019,"Winter","March",6.9
"966",2019-03-18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2019,"Winter","March",7.2
"967",2019-03-18,29,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,82,2019,"Winter","March",7.2
"968",2019-03-20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2019,"Spring","March",7.1
"969",2019-03-21,22,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,67,2019,"Spring","March",7.3
"970",2019-03-23,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,26,2019,"Spring","March",7.7
"971",2019-03-25,21,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,85,2019,"Spring","March",8
"972",2019-03-27,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,40,2019,"Spring","March",8
"973",2019-03-29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,2019,"Spring","March",8.3
"974",2019-03-30,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,42,2019,"Spring","March",8.3
"975",2019-04-01,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,41,2019,"Spring","April",8.5
"976",2019-04-03,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,2019,"Spring","April",8.7
"977",2019-04-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,2019,"Spring","April",9
"978",2019-04-08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,2019,"Spring","April",9.3
"979",2019-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2019,"Spring","April",8.2
"980",2019-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2019,"Spring","April",8.4
"981",2019-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,2019,"Spring","April",8.7
"982",2019-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,2019,"Spring","April",9.5
"983",2019-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2019,"Spring","April",9.7
"984",2019-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2019,"Spring","April",10.7
"985",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2019,"Spring","April",10.7
"986",2019-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,2019,"Spring","May",11.1
"987",2019-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2019,"Spring","May",11.2
"988",2019-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2019,"Spring","May",11.8
"989",2019-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2019,"Spring","May",12.5
"990",2019-05-15,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,18,23,2019,"Spring","May",12.7
"991",2019-05-17,NA,NA,NA,NA,12,NA,9,2,NA,NA,NA,NA,2,6,31,2019,"Spring","May",12.6
"992",2019-05-20,NA,NA,NA,NA,18,1,5,4,NA,NA,NA,NA,NA,3,31,2019,"Spring","May",12.3
"993",2019-05-22,NA,NA,NA,NA,25,NA,1,4,NA,NA,NA,NA,1,4,35,2019,"Spring","May",12.1
"994",2019-05-24,NA,NA,NA,NA,12,NA,2,NA,NA,NA,NA,NA,NA,8,22,2019,"Spring","May",12
"995",2019-05-27,NA,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,1,16,38,2019,"Spring","May",12.1
"996",2019-05-29,NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,NA,20,2019,"Spring","May",12.4
"997",2019-05-31,NA,NA,NA,NA,23,1,1,1,NA,NA,NA,NA,NA,10,36,2019,"Spring","May",12.3
"998",2019-06-03,NA,NA,NA,NA,28,2,3,1,NA,NA,NA,NA,1,6,41,2019,"Spring","June",11.6
"999",2019-06-06,NA,NA,NA,NA,25,NA,1,2,NA,NA,NA,NA,1,3,32,2019,"Spring","June",12.6
"1000",2019-06-07,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,6,14,2019,"Spring","June",12.8
"1001",2019-06-10,NA,NA,NA,NA,39,NA,1,1,NA,NA,NA,NA,2,8,51,2019,"Spring","June",13.4
"1002",2019-06-12,NA,NA,NA,NA,18,1,1,NA,NA,NA,NA,NA,1,3,24,2019,"Spring","June",13.2
"1003",2019-06-14,NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,NA,12,29,2019,"Spring","June",13.4
"1004",2019-06-17,NA,NA,NA,NA,22,NA,1,NA,NA,NA,NA,NA,1,7,31,2019,"Spring","June",13.9
"1005",2019-06-19,NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,1,5,23,2019,"Spring","June",14
"1006",2019-06-21,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,18,2019,"Summer","June",14.2
"1007",2019-06-25,NA,NA,NA,NA,23,2,NA,NA,NA,NA,NA,NA,2,16,43,2019,"Summer","June",14.2
"1008",2019-06-28,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,1,10,26,2019,"Summer","June",13.7
"1009",2019-07-02,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,3,7,25,2019,"Summer","July",13.5
"1010",2019-07-05,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,7,16,2019,"Summer","July",13.1
"1011",2019-07-08,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2019,"Summer","July",13
"1012",2019-07-10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2019,"Summer","July",13
"1013",2019-07-12,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,8,12,2019,"Summer","July",13.1
"1014",2019-07-15,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,7,11,2019,"Summer","July",13.1
"1015",2019-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,9,2019,"Summer","July",13.2
"1016",2019-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2019,"Summer","July",13.3
"1017",2019-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4,2019,"Summer","July",13.3
"1018",2019-07-24,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2019,"Summer","July",13.2
"1019",2019-07-26,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,2,6,2019,"Summer","July",13.4
"1020",2019-07-29,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,5,2019,"Summer","July",13.5
"1021",2019-08-01,NA,NA,NA,NA,5,1,NA,NA,NA,2,NA,NA,1,1,10,2019,"Summer","August",13.5
"1022",2019-08-02,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,4,2019,"Summer","August",13.5
"1023",2019-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,2019,"Summer","August",12.1
"1024",2019-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,5,2019,"Summer","August",13
"1025",2019-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,5,2019,"Summer","August",13.8
"1026",2019-08-12,NA,1,NA,NA,9,2,NA,NA,1,16,NA,NA,NA,8,37,2019,"Summer","August",13.9
"1027",2019-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2019,"Summer","August",13.9
"1028",2019-08-16,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,6,2019,"Summer","August",13.7
"1029",2019-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,2019,"Summer","August",13.5
"1030",2019-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2019,"Summer","August",13.7
"1031",2019-08-26,NA,NA,NA,NA,4,NA,NA,NA,NA,9,NA,NA,1,5,19,2019,"Summer","August",13.7
"1032",2019-08-28,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,7,9,2019,"Summer","August",13.7
"1033",2019-08-30,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2019,"Summer","August",13.8
"1034",2019-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2019,"Summer","September",12.9
"1035",2019-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,2019,"Summer","September",12.9
"1036",2019-09-09,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,2019,"Summer","September",12.9
"1037",2019-09-11,NA,NA,2,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,8,2019,"Summer","September",12.9
"1038",2019-09-16,NA,NA,1,NA,NA,NA,NA,NA,4,1,NA,NA,NA,4,10,2019,"Summer","September",12.9
"1039",2019-09-19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2019,"Summer","September",12.6
"1040",2019-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2019,"Fall","September",12.6
"1041",2019-09-26,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,5,2019,"Fall","September",12.6
"1042",2019-09-30,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22,2019,"Fall","September",12.3
"1043",2019-10-02,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,6,2019,"Fall","October",12.2
"1044",2019-10-04,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,2019,"Fall","October",12.2
"1045",2019-10-07,10,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,17,2019,"Fall","October",12.1
"1046",2019-10-09,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,12,2019,"Fall","October",12
"1047",2019-10-11,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,2019,"Fall","October",11.8
"1048",2019-10-14,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,2019,"Fall","October",11.6
"1049",2019-10-16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2019,"Fall","October",11.6
"1050",2019-10-18,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2019,"Fall","October",11.4
"1051",2019-10-21,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,8,18,2019,"Fall","October",11.3
